EVTDESC13000_NEWS_LONG;Once the wind of Western civilization blows to the East, every blade of grass and every tree in the East follow what the Western wind brings. Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange ships, with masts so tall as to seem to touch the face of God. At first a curiosity, soon every so often -- increasing in intensity as gale grows to storm -- and tomorrow? Strange are those ships, and stranger still the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;Wenn der Wind der westlichen Zivilisation im Osten weht, so wird jeder Grashalm und jeder Baum vom Geiste des Westens erf�llt. An den K�sten von $COUNTRY$ tauchen fremde Schiffe auf. Seltsame Schiffe mit Masten so hoch, als ob sie Gottes Antlitz ber�hren wollten. Zun�chst eine Seltenheit, dann immer mehr und �fter, wie eine sanfte Brise, die sich zu einem Sturm ausw�chst � und morgen? Merkw�rdig sind diese Schiffe, merkw�rdiger noch ihre Waren und Gebr�uche, und es besteht kein Zweifel, dass wir den Umgang mit den Fremden aus diesem 'Europa' erlernen m�ssen.;;;;;;;;;;;x;
EVTDESC13000_NEWS_MEDIUM;Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;An den K�sten von $COUNTRY$ tauchen fremde Schiffe auf. Merkw�rdig sind diese Schiffe, merkw�rdiger noch ihre Waren und Gebr�uche, und es besteht kein Zweifel, dass wir den Umgang mit den Fremden aus diesem 'Europa' erlernen m�ssen.;;;;;;;;;;;x;
EVTDESC13000_NEWS_SHORT;Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted in $COUNTRY$ with regards to the foreigners from 'Europe'.;;Merkw�rdig sind diese Schiffe, merkw�rdiger noch ihre Waren und Gebr�uche, und es besteht kein Zweifel, dass wir in $COUNTRY$ den Umgang mit den Fremden aus diesem 'Europa' erlernen m�ssen.;;;;;;;;;;;x;
EVTDESC13100_NEWS_LONG;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. At least that is the message you will get if you ask the people in $PROVINCENAME$ where anti-foreign sentiments have been running high in the past months. Foreign trading post will be removed from $PROVINCENAME$ to discard the harmful influence, and they will not be allowed to return spread their lies and their poisons among the local population.;;$COUNTRY$: Die Fremden sind zu weit gegangen! Ihre Missionare verbreiten falsche Lehren, die unser Volk und unsere nationale Einheit zerr�tten, sie missachten unsere Gebr�uche und ihr Opium vergiftet unseren Geist. So sehen es zumindest die Einwohner von $PROVINCENAME$, wo die Fremdenfeindlichkeit in den letzten Monaten weiter zunimmt. Der Au�enhandelsposten in $PROVINCENAME$ wird entfernt, um den sch�dlichen Einfluss auszumerzen, und sie d�rfen nicht zur�ckkehren, um ihre L�gen und ihr Gift unter der Bev�lkerung zu verbreiten.;;;;;;;;;;;x;
EVTDESC13100_NEWS_MEDIUM;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;$COUNTRY$: Die Fremden gehen zu weit! Ihre Missionare verbreiten falsche Lehren, die unser Volk und unsere nationale Einheit zerr�tten, sie missachten unsere Gebr�uche und ihr Opium vergiftet unseren Geist. Die Fremdenfeindlichkeit hat in $PROVINCENAME$ immens zugenommen. ;;;;;;;;;;;x;
EVTDESC13100_NEWS_SHORT;$COUNTRY$: The foreigners have gone too far! They break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;$COUNTRY$: Die Fremden gehen zu weit! Sie missachten unsere Gebr�uche und ihr Opium vergiftet unseren Geist. Die Fremdenfeindlichkeit hat in $PROVINCENAME$ immens zugenommen. ;;;;;;;;;;;x;
EVTDESC13120_NEWS_LONG;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal, and that $COUNTRY$ should abolish the time-honored institution of slavery. For the locals accustomed to slavery for centuries this might sound like dangerous stuff...;;Die f�r den Unterricht des Hofes in $COUNTRY$ angeheuerte, europ�ische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkw�rdige Ideen verbreitet. So vertritt sie mit recht barschen Worten die Idee, dass alle Menschen vor Gott gleich sind, und dass $COUNTRY$ die altbew�hrte Institution der Sklaverei aufgeben sollte. F�r die seit Jahrhunderten an die Sklaverei gew�hnten Einwohner ein gef�hrlich anmutender Ansatz...;;;;;;;;;;;x;
EVTDESC13120_NEWS_MEDIUM;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal.;;Die f�r den Unterricht des Hofes in $COUNTRY$ angeheuerte, europ�ische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkw�rdige Ideen verbreitet. So vertritt sie mit recht barschen Worten die Idee, dass alle Menschen vor Gott gleich sind.;;;;;;;;;;;x;
EVTDESC13120_NEWS_SHORT;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place.;;Die f�r den Unterricht des Hofes in $COUNTRY$ angeheuerte, europ�ische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkw�rdige Ideen verbreitet.;;;;;;;;;;;x;
EVTDESC13230_NEWS_LONG;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery, however the foreigners accuse the local authorities of having failed in their supposed responsibility to protect their diplomats. The local authorities fear that even a formal apology will not be enough to placate them, however, something more tangible might...;;$COUNTRY$: Alleine in den Stra�en von $PROVINCENAME$ zu wandeln, kann gef�hrlich sein, wie ein ausl�ndischer Botschafter im Botschafts-Viertel herausfinden musste. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines �berfalls. Ausl�ndische Vertreter beschuldigen die lokale Administration, ihre Pflicht zum Schutz der Diplomaten vernachl�ssigt zu haben. Lokale Offizielle bef�rchten, dass eine formale Entschuldigung nicht ausreichen wird, um die Fremden zu bes�nftigen, vielleicht aber hilft ein materieller Versuch�;;;;;;;;;;;x;
EVTDESC13230_NEWS_MEDIUM;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery.;;$COUNTRY$: Alleine in den Stra�en von $PROVINCENAME$ zu wandeln, kann gef�hrlich sein, wie ein ausl�ndischer Botschafter im Botschafts-Viertel herausfinden musste. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines �berfalls.;;;;;;;;;;;x;
EVTDESC13230_NEWS_SHORT;$COUNTRY$: Wandering alone in the streets can be a dangerous thing, as a foreign ambassador found out. Guards report having found him dead at 4 a.m. in the morning, the victim of a robbery.;;$COUNTRY$: Alleine in den Stra�en zu wandeln ist gef�hrlich, wie ein ausl�ndischer Botschafter herausfand. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines �berfalls.;;;;;;;;;;;x;
EVTDESC13270_NEWS_LONG;The trade disputes between $FROMCOUNTRY$ and the Great Powers had been on-going since the latter half of the 18th century. Tensions finally escalated to the boiling point in $MONTH$ of $YEAR$, when $FROMCOUNTRY_ADJ$ officials had repeatedly turned down $COUNTRY_ADJ$ requests for unlimited trade access, including a lifting of the ban on the sale of opium. The $COUNTRY_ADJ$ government, already deeply invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Gro�m�chten bestehen nun schon seit dem sp�ten 18. Jahrhundert. Die Spannungen erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt, als $FROMCOUNTRY_ADJ$ Offizielle zum wiederholten Male $COUNTRY_ADJ$ Anfragen f�r unbegrenzten Handel ablehnten, einschlie�lich der Aufhebung eines Banns des Opiumhandels. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere M�glichkeit als die Kriegserkl�rung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_MEDIUM;The trade disputes between $FROMCOUNTRY$ and the Great Powers went on for a while. The $COUNTRY_ADJ$ government, already invested in a policy of confrontation, found itself with no options but to declare war, thus, the $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Gro�m�chten finden kein Ende. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere M�glichkeit als die Kriegserkl�rung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_SHORT;The trade disputes between $FROMCOUNTRY$ and the Great Powers finally escalated to the boiling point in $MONTH$ of $YEAR$. The $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium War begun.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den Gro�m�chten erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt. Der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13355_NEWS_LONG;The Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness, is a complex of gardens northwest of the Imperial City in Beijing, China. This massive garden and palace complex was built during the 18th and early 19th centuries, and has for a long time functioned as a place of residence and office for the Qing Emperors. Today, we received news that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt the palace to the ground. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;Der Alte Sommerpalast, auch bekannt als Garten der Vollkommenheit und des Lichts, sind G�rten nordwestlich der Reichsstadt in Peking, China. Diese Garten- und Palastanlage wurde im 18. und 19. Jahrhundert erbaut und war lange Zeit die Residenz und der Amtssitz der Herrscher der Qing-Dynastie. Heute erfuhren wir, dass $FROMCOUNTRY_ADJ$ Soldaten den Palast niedergebrannt haben. Eine ganze Nation trauert �ber diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_MEDIUM;We received news that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness. A whole nation mourns as news of this barbarous act of culturcide spread throughout China, and the world.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten niedergebrannt wurde. Eine ganze Nation trauert �ber diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_SHORT;We received news today that $FROMCOUNTRY_ADJ$ soldiers occupying Beijing have burnt to the ground the Old Summer Palace, known in Chinese as the Gardens of Perfect Brightness.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten, den Besetzern Pekings, niedergebrannt wurde.;;;;;;;;;;;x;
EVTDESC13356_NEWS_LONG;The Righteous Society of Harmonious fists, known colloquially as 'Boxers' - a Chinese movement dedicated to restoring the Chinese independence in face of European expansion in Asia - have carried out massacres on European missionaries and traders in China. Along with Europeans unfortunate enough to come in their path, several Chinese Christian converts have also been brutally slaughtered. The Chinese government appears unconcerned with these atrocities, and some rumors claim that the Imperial Qing government is even lending its tacit support to the movement.;;Der Verband f�r Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', sind eine Bewegung, die im Schatten der europ�ischen Expansion in Asien f�r die chinesische Unabh�ngigkeit k�mpfen und deren Missionare und H�ndler in China massakrieren. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt. Die chinesische Regieriung scheint unbesorgt ob dieser brutale Angriffe, Ger�chten zufolge bietet die Qing-Dynastie den Mitgliedern der Bewegung sogar taktischen Rat.;;;;;;;;;;;x.;
