GIVE_UNIT_COMMAND_BUTTON;Command Units;;Kontrolliere Einheiten;;;;;;;;x
EVTNAME36230;The Polar Bear Purchase;;Der Polarb�r Kauf;;;;;;;;x
EVTDESC36230;Jan Mayen is offering to buy all our polar bears at a good price. They promise they will treat them with the care and dignity afforded to such majestic creatures.;;Jan Mayen m�chte alle unsere Polarb�ren kaufen. Sie versprechen diese mit F�rsorge zu versorgen und mit ausreichend Ehre zu behandeln.;;;;;;;;x
EVTOPTA36230;Okay!;;Okay!;;;;;;;;x
EVTOPTB36230;Never!;;Niemals!;;;;;;;;x
EVTNAME36231;The Polar Bear Purchase - Denmark Accepts;;Der Polarb�r Kauf - Denmark hat akzeptiert;;;;;;;;x
EVTDESC36231;Denmark has agreed to sell us all of their Polar Bears.;;Denmark hat zugestimmt uns all ihre Polarb�ren zu verkaufen.;;;;;;;;x
EVTOPTA36231;Great!;;Gro�artig!;;;;;;;;x
EVTNAME36232;The Polar Bear Purchase - Denmark Refuses;;Der Polarb�r Kauf - Denmark hat abgelehnt;;;;;;;;x
EVTDESC36232;Denmark has refused to sell us their Polar Bears.;;Denmark hat sich geweigert uns ihre Polarb�ren zu verkaufen.;;;;;;;;x
EVTOPTA36232;Oh no!;;Oh nein!;;;;;;;;x
the_greenland_purchase_title;The Polar Bear Purchase;;Der Polarb�r Kauf;;;;;;;x
the_greenland_purchase_desc;It has long been a troubling fact to the great people of Jan Mayen that all the world's polar bears are not unified under one flag. We should approach Denmark and see if they are willing to part with theirs.;;Es ist ein beschwerlicher Fakt f�r die Bewohner von Jan Mayen, das die Polarb�ren der Welt nciht unter einer Flagge vereint sind.;;;;;;;;x
bears;Bears;;B�ren;;;;;;;;x
polar_bears;Polar Bears;;Polarb�ren;;;;;;;;x
INFLUENCE_SPHERE_NEIGHBOUR;Neighbouring sphere member;;Benachbarter Spherenmitglied;;;;;;;;x
col_liferate_techs;Researching the following will help deal with the local life rating:;;Folgende Forschungen zu erfoschen wird mit den lokalen Lebensbeschaffenheiten helfen:;;;;;;;;x
unite_moldavia_wallachia_title;Union of Moldavia and Wallachia!;;Union von Moldavien und Wallachai;;;;;;;;x
unite_moldavia_wallachia_desc;The nations of Moldavia and Wallachia have come together to form Romania!;;Die Nationen Moldavia und Wallachai sind zusammengekommen um Romania zu gr�nden!;;;;;;;;x
SOIS_HAS_REBELS_WARNING;Rebels have risen against our Sphere members: �Y$LIST$�!;;Rebellen haben bei Spherenmitgliedern rebelliert: �Y$LIST$�!;;;;;;;;x
ALLIANCE_INVALID_GPS_IN_CRISIS;The Alliance between �Ytwo Great Powers�! can't be formed when the �Ycrisis�! is active.;;Eine Allianz zwischen �Yzwei Gro�m�chten�! kann nicht geformt werden w�hrend die �YKrise�! aktiv ist.;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_1_DASHED;Medium Dashed Arrow 1;;Mittlerer gestrichelter Pfeil 1;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_2_DASHED;Medium Dashed Arrow 2;;Mittlerer gestrichelter Pfeil 2;;;;;;;;x
BP_TOOL_ARROW_MEDIUM_3_DASHED;Medium Dashed Arrow 3;;Mittlerer gestrichelter Pfeil 3;;;;;;;x
BP_TOOL_ARROW_THICK_DASHED;Thick Dashed Arrow;;Dicker gestrichelter Pfeil;;;;;;;;x
BP_TOOL_ARROW_SLIM_DASHED;Slim Dashed Arrow;;D�nner gestrichelter Pfeil;;;;;;;;x
BP_OPEN_TOOLTIP;Open/Close the battle plan editor.;;�ffnen/Schlie�en des Schlachtplaners.;;;;;;;;;;x
BP_TOGGLE_TOOLTIP;Show/Hide the current battle plans.;;Anzeigen/Verbergen des aktuellen Schlachtplanes.;;;;;;;;;;x
EVTOPTC23212;A colonized comet would make a fine satellite!;;Ein kolonisierter Komet w�rde einen vorz�glichen Satellietenstaat abgeben!;;;;;;;;x
liberate_liberia_title;Liberate Liberia;;Befreie Liberia;;;;;;;;;;x;;;;
liberate_liberia_desc;A "free, sovereign and independent state by the name and style of the Republic of Liberia" was declared by Governor Joseph Jenkins Roberts. Great Britain in particular, operating from neighboring Sierra Leone, regarded the Commonwealth and its parent organization the American Colonization Society (ACS), as "private persons" not entitled to exercise sovereignty. Therefore it was deemed urgent to proceed with formalizing independence. Although endorsed by the US Government, formal diplomatic recognitition by Congress of the new Republic did not come until the Civil War.;;Ein "freier, souver�ner und unabh�ngiger Staat mit dem Namen und den Stil der Republik Liberia." wurde von Gouverneur Joseph Jenkins Roberts erkl�rt. Insbesondere Gro�britannien, welches aus dem benachbarten Sierra Leone heraus operiert, betrachtet das Commonwealth und die Vaterorganisation American Colonization Society (ACS), als "Privatpersonen" nicht berechtigt, Souver�nit�t aus�ben. Daher hielt man es f�r notwendig die Formalisierung zur Unabh�ngigkeit weiterzuf�hren. Obwohl durch die US-Regierung gebilligt, kam die diplomatische Anerkennung vom Kongress der neuen Republik nicht vor dem B�rgerkrieg.;;;;;;;;;;x;;;;
liberian_constitution_title;Constitution for Liberia;;Konstitution f�r Liberia;;;;;;;;;;x;;;;
liberian_constitution_desc;What used to be nothing more than a colony a mere few years back has grown in size and strength enough to aspire to become a free, sovereign and independent state. A draft of the new constitution is ready to be presented for a referendum. It guarantees basic civil rights and establishes the separation of powers similar to the constitution of the United States, while detaching the newly proclaimed state from the United States government and institutions.;;Was vor einigen Jahren nichts anderes als eine Kolonie war, hat genug an Gr��e und St�rke gewonnen um nach einen freien, souver�nen und unabh�nigen Staat anzusterben. Einen Entwurf f�r die neue Verfassung ist bereit f�r das Referendum. Es garantiert grundlegende B�rgerrechte und etabliert die Gewaltenteilung �hnlich der Verfassung der USA, w�hrend der neu ausgerufene Staat sich von den Vereinigen Staaten abtrennt.;;;;;;;;;;x;;;;
liberian_research_boost;Liberian Research Boost;;Liberischer Forschungs Boost;;;;;;;;;;x
desc_liberian_research_boost;We are enjoying the benefits of independence, as our new nation progresses ever faster on the road to Modernity.;;Wir genie�en die Vorz�ge unserer Unabh�nigkeit, w�hrend unsere neue Nation schnller in Richtung Moderne unterwegs ist.;;;;;;;;;;;x
form_scandinavia_NEWS_LONG;The lands of the north have come together to form the nation of Scandinavia. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced their approval of the new political circumstance. Handshakes, respectful clapping and nods of approval were the order of the day as the evening progressed, with the city emptying by 9pm sharp as requested by authorities. Police reported that one man had been released without charge after shouting �hurray for Scandinavia� outside his home.;;Die L�nder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zur�ckhaltende Menge �berwiegend blonder M�nner und Frauen f�llen den Hauptplatz in Stockholm p�nktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Ver�nderungen zu. H�ndesch�tteln, respektvolles Klatschen und nickende Genehmigung waren die Order an dem Tag als zum Abend die Stadt sich leerte, wie von den Beh�rden gefordert. Die Polizei berichtet das ein Mann ohne Anklage freigelassen wurde nachdem dieser "Hurray f�r Scandinavien" ausserhalb seines Hauses gerufen hat.;;;;;;;;x
form_scandinavia_NEWS_MEDIUM;The lands of the north have come together to form the nation of Scandinavia. A reserved crowd of predominantly blonde men and women filled the main square in Stockholm on Wednesday at 5pm promptly and politely voiced or nodded their approval of the new political circumstance.;;Die L�nder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine zur�ckhaltende Menge �berwiegend blonder M�nner und Frauen f�llen den Hauptplatz in Stockholm p�nktlich am Mittwoch um Punkt 17:00 und stimmten den politischen Ver�nderungen zu.;;;;;;;;x
form_scandinavia_NEWS_SHORT;The lands of the north have come together to form the nation of Scandinavia. A crowd of citizens politely voiced or nodded their approval of the new political circumstance.;;Die L�nder des Nordens sind zusammengekommen um die Nation Skandinavien zu bilden. Eine Menge von B�rgern �u�erste h�flich nickend ihre Zustimmung zu den neuen politischen Zust�nden.;;;;;;;;x
form_germany_NEWS_LONG;The lands and peoples of Germany have once again been united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. German nationalism had been on the rise since Napoleonic times, and many statesmen saw this event as inevitable. However, fears have been expressed among diplomats that the new leviathan could upset the continental balance of power and its demographic and industrial might could cause war on an unprecedented scale in Europe should the new Germany challenge the present security system.;;Die L�nder und V�lker von Deutschland haben sich wieder einmal vereinigt. Bei einer Zeremonie in Berlin am Montag wurde die Vereinigung der Nation unter wildem Hupen und schreienden Hurrahz verk�ndet. Deutscher Nationalismus war seit den napoleonischen Zeiten auf dem Vormarsch, und viele Staatsm�nner sahen dieses Ereigniss als unvermeidlich an. Jedoch haben Diplomaten Zweifel an dem neuen Leviathan ge�ussert, da dieser das kontinentale Gleichgewicht der M�chte verst�ren k�nnte und die demographische und industrielle Macht einen Krieg in beispiellosen Ausma� in Europa verursachen, sollte das neue Deutschland die gegenw�rtigen Sicherheits-Systeme herausfordern.;;;;;;;;x
form_germany_NEWS_MEDIUM;The peoples of Germany are united. At a ceremony in Berlin on Monday, the unification of the nation was proclaimed to wild hooting and resounding huzzahs. Fears have been expressed that the new leviathan could upset the balance of power and cause war on an unprecedented scale.;;Die V�lker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verk�ndet. Es wurden Bef�rchtungen ge�i�ert, dass der neue Leviathan das Gleichgwicht der Kr�fte st�ren k�nnte und einen Krieg beispiellosen Ausma�es bringen w�rde.;;;;;;;;x
form_germany_NEWS_SHORT;The peoples and lands of Germany are finally united. At a lavish ceremony in Berlin at the weekend, the unification of the nation was proclaimed to wild hooting and resounding huzzahs.;;Die V�lker von Deutschland sind vereint. Bei einer Zeremonie in Berlin am Montag, wurde die Vereinigung unter wildem hupen und schreienden Hurrahz verk�ndet.;;;;;;;;x
form_italy_NEWS_LONG;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. �We will reclaim what is ours! Long live Italia!� proclaimed one man through a rolled-up newspaper.;;Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und W�rdentr�ger dem Willen des Volkes zu und vereinigten den neuen Staat. �ngste wurden ge�u�ert das es versuchen kann mit Gewalt L�ndereien zu erobern welche als rechtm��ig italienisch angenommen werden, jedoch sagen gelernte Gentlem�nner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. "Wir werden zur�ckfordern was uns geh�rt! Es lebe Italien!", verk�ndete ein Mann durch eine zusammengerollte Zeitung.;;;;;;;;x
form_italy_NEWS_MEDIUM;Italy has been united. The new country was proclaimed after the people rose up in clamour and with one voice demanded to be as one. Amid wild scenes of ecstasy, politicians and dignitaries assented to the will of the people and the new country was unified. Anxiety has been expressed that it may attempt to take by force lands which it considers rightfully Italian, though learned gentle-men say the new nation as yet does not have the power to threaten its neighbours. �We will reclaim what is ours! Long live Italia!� proclaimed one man through a rolled-up newspaper.;;Italien wurde vereinigt. Der neue Staat wurde proklamiert nachdem das Volk sich schreiend erhob und mit einer Stimme verlangte eins zu sein. Unter wilden Szenen der Ekstase stimmten Politiker und W�rdentr�ger dem Willen des Volkes zu und vereinigten den neuen Staat. �ngste wurden ge�u�ert das es versuchen kann mit Gewalt L�ndereien zu erobern welche als rechtm��ig italienisch angenommen werden, jedoch sagen gelernte Gentlem�nner das diese neue Nation noch nicht die Macht hat seine Nachbarn zu bedrohen. "Wir werden zur�ckfordern was uns geh�rt! Es lebe Italien!", verk�ndete ein Mann durch eine zusammengerollte Zeitung.;;;;;;;;x
form_italy_NEWS_SHORT;Italy has at last been united. �The Italian people will reclaim what is rightfully ours! Long live Italia!� proclaimed a cycling moustachioed man through a rolled-up newspaper yesterday.;;Italien wurde endlich vereinigt. "Das italienische Volk wird zur�ckfordern was ihm rechtm��ig zusteht!" wurde von einem Mann durch eine zusammengerollte Zeitung verk�ndet.;;;;;;;;x
the_meiji_restoration_NEWS_LONG; The penetration of western influences in Japan has culminated in the overthrow of the feudal system which has governed the islands for hundreds of years, and the restoration of the Emperor to power in Tokyo. A new era of social, political and economic reforms was declared on Wednesday as the Shogun relinquished his power and the Meiji (enlightened rule) era was declared. A bright future surely awaits the land of the rising sun under the new enlightened administration, though some have voiced fears the new Japan could eventually challenge European interests in Asia.;;Das Eindringen von westlichen Einfl�ssen in Japan hat das feudale Systems, welches die Inseln seit hunderten von Jahren beherrschte, sowie die Wiederherrstellung des Kaisers Einfluss in Tokyo gest�rtzt. Eine neue �ra der sozialen, politischen und wirtschaftlichen Reformen wurde am Mittwoch verk�ndet, als der Shogun seine Macht aufgab und die Meiji (Erleuchtete Herrschaft) �ra verk�ndete. Eine gl�nzende Zukunft steht dem Land der steigenden Sonne bevor, obwohl einige Bef�rchtungen ge�u�erten das dass neue Japan eventuell europ�ische Interessen in Asien streitig machen k�nnte.;;;;;;;;x
the_meiji_restoration_NEWS_MEDIUM;The penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor, as the Meiji (enlightened rule) era was declared. Some have voiced fears that the new Japan could eventually challenge European interests in Asia.;;Das Eindringen von westlichen Einfl�ssen in Japan hat den Sturz des feudalen Systems und der Wiederherrstellung des Kaisers gef�hrt, als die Meiji (Erleuchtete Herrschaft) �ra ausgerufen wurde. Einige haben die Bef�rchtung ge�u�ert, dass das neue Japan eventuell die europ�ischen Interessen in Asien anfechten k�nnte.;;;;;;;;x
the_meiji_restoration_NEWS_SHORT;Penetration of western influences in Japan has culminated in the overthrow of the feudal system and the restoration of the Emperor in Tokyo, as the Meiji (enlightened rule) era was declared.;;Eindringen westlicher Einfl�sse in Japan gipfelten in dem Sturz des feudalen Systems und der Wiederherstellung des Kaisers in Tokyo, als die Meiji �ra verk�ndet wurde.;;;;;;;;x
kiel_canal_NEWS_LONG;A combination of commercial and naval interests have led $TAG0_0$ to the idea of constructing an artificial waterway that'd allow vessels to travel between the Baltic and North Seas without having to circumnavigate the stormy seas around Jutland. The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries, and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;Eine Kombination aus Handels-und Kriegshafen f�hrte dazu das $TAG0_0$ auf die Idee kam einen k�nstlichen Wasserweg zu errichten, mit dem Schiffe zwischen der Nord-und Ostsee reisen k�nnen ohne durch die st�rmische See um Jutland herum zu m�ssen. Von dem 61 Meilen langen Kanal wird erwartet das er in k�rzester Zeit zur verkehrreichsten k�nstlichen Wasserstrasse der Welt werden wird. Das Projekt bietet neue Impulse f�r den Handel aller maritimen L�nder und bewei�t, dass die Gr��e einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;;;;;;;x
kiel_canal_NEWS_MEDIUM;The 61 miles long canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce and proves that nation's greatness can be achieved through manufacture, trade and engineering rather than through war and conquest.;;Von dem 61 Meilen langen Kanal wird erwartet schnell zu einem der verkehrreisten k�nstlichem Wasserweg der Welt zu werden. Das Projekt bietet neue Impulse f�r Handel und bewei�t das die Gr��e einer Nation durch Produktion, Handel und Technik erreicht werden kann, anstatt durch Krieg und Eroberung.;;;;;;;;x
kiel_canal_NEWS_SHORT;The 61 miles long Kiel Canal is expected to quickly become one of the busiest artificial waterways of the world. The project offers new impetus to commerce for all maritime countries.;;Von dem 61 Meilen langen Kiel Kanal wird erwartet schnell zu der verkehrreichsten k�nstlichen Wasserstrasse der Welt zu werden. Das Projekt gibt neue Impulse f�r den Handel aller maritimen L�nder.;;;;;;;;x
suez_canal_NEWS_LONG;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long and 26 feet deep Suez Canal is expected to soon become one of the world's most active shipping lanes, driving down freight costs and bolstering commerce world-wide. 'Shipping fees will never return the costs of maintenance, the route around Africa will remain dominant', sceptics claim in an attempt to diminish the importance of this development.;;Ein triumphaler Tag f�r $TAG0_0$ als das erste Schiff in der Geschichte erfolgreich den neu er�ffneten Kanal �ber den Isthmus von Suez passierte. Ein wahres wunderwerk der modernsten Technik, von dem 102 Meilen lange und 26 Meter tiefe Suezkanal wird erwartet der weltweit aktivste Schifffahrtsweg zu werden, und somit die Frachtkosten zu senken. "Die Versandkosten werden nie die Kosten der Wartung einbringen, die Route um Afrika wird dominant bleiben." behaupten Skeptiker in einem Versuch die Bedeutung dieser Entwicklung zu verringern.;;;;;;;;x
suez_canal_NEWS_MEDIUM;A triumphant day for $TAG0_0$ as the first ship successfully passes through the newly opened canal across the Isthmus of Suez. A true marvel of modern engineering, the 102 miles long Suez Canal is expected to soon become one of the world's most active shipping lanes.;;Ein triumphaler Tag f�r $TAG0_0$ als das erste Schiff erfolgreich durch den neu er�ffneten Kanal �ber den Isthmus von Suez f�hrt. Ein wahres Wunderwerk der modernen Technik, wird der 102 Meilen lange Suezkanal vorraussichtlich bald einer der weltweit aktivsten Schifffahrtswege.;;;;;;;;x
suez_canal_NEWS_SHORT;A triumphant day for $TAG0_0$ as the first ship in history successfully passes through the newly opened 102 miles long and 26 feet deep canal across the Isthmus of Suez.;;Ein triumphaler Tag f�r $TAG0_0$ als das erste Schiff in der Geschichte erfolgreich durch den neuer�ffneten 102 Meilen langen und 26 Meter tiefen Kanal �ber den Isthmus von Suez f�hrt.;;;;;;;;x
panama_canal_NEWS_LONG;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends. It was built in one of the most unhealthy areas of the entire world, so it's as much a monument to modern engineering as to modern medicine. The canal is expected to quickly become an important conduit to international maritime commerce, experts also claim it to offer great strategic advantage to its controller in times of war.;;Die �ffnung eines Kanals durch die Landenge von Panama ist ein stolzer Tag f�r $TAG0_0$. Der Kanal ist 48 Meilen lang und ist in der Tat ein abgesperrter Wasserweg, 85 Meter �ber dem Wasserspiegel, mit einigen der kompliziertesten Schl�ssern an beiden Enden. Es wurde in einer der ungesundesten Gebieten der gesamten Erde errichtet, sodass es ein Denkmal f�r die moderne Technik sowie der modernen Medizin zu betrachten ist. Von dem Kanal wird erwartet schnell eine wichtige Leitung im internationalen Seehandel zu werden. Auch Experten behaupten das dieser Kanal eine strategische Rolle in Kriegszeiten spielen wird.;;;;;;;;x
panama_canal_NEWS_MEDIUM;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level. Built in one of most unhealthy places it's a monument to modern engineering as well as medicine.;;Die �ffnung eines Kanals durch den Isthmus von Panama ist ein stolzer Tag f�r $TAG0_0$. Der Kanal ist 48 Meilen lang und ist in Fakt ein abgesperrter Wasserweg, 85 Meter �ber dem Meeresspiegel. Gebaut in einer der unges�ndesten Gebiete ist der Kanal ein Denkmal and die moderne Technik und Medizin.;;;;;;;;x
panama_canal_NEWS_SHORT;The opening of a canal through the Isthmus of Panama offers a proud day for $TAG0_0$. The canal is 48 miles long, and is in fact a locked waterway 85 feet above sea level with some of the most intricate locks on both ends.;;Die �ffnung eines Kanals durch die Landenge von Panama ist ein stolzer Tag f�r $TAG0_0$. Der Kanal ist 48 Meilen lang und ist ein abgesperrter Wasserweg, welcher 85 Meter �ber dem Meeresspiegel liegt, und mit einigen der komplizierten Schl�ssern ausgestattet ist.;;;;;;;;x
empress_of_india_NEWS_LONG;Following the 'Imperial Durbar' in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read at the foot of the column in Trafalgar Square. India hasn't had a crowned ruler since the last Mughal Emperor was deposed by the British East India Company. Following the dissolution of the Company, opinions were expressed that the Queen's superiority over the many Indian princes should be confirmed by the assumption of the imperial title. Prime Minister Benjamin Disraeli is credited as the architect of the idea.;;Nach der "kaiserlichen Durbar" in Delhi wurde am Fu�e der S�ule auf dem Trafalgar Square die k�nigliche Proklamation verk�ndet, dass K�nigin Victoria den Titel "Kaisierin von Indien" erhaltet. Indien besitzte keinen gekr�nten Herrscher, seit die British East India Company den letzten Mughal Kaiser absetzte. Nach der Aufl�sung der Gesellschaft wurden Meinungen ge�u�ert, dass die �berlegenheit der K�nigin �ber die vielen indischen F�rsten durch die Annahme des kaiserlichen Titel best�tigt werden sollte. Premierminister Benjamin Disraeli ist diese Idee zuzuschreiben.;;;;;;;;x
empress_of_india_NEWS_MEDIUM;Following the 'Imperial Durbar' in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read in Trafalgar Square. The imperial title confirms the Queen's superiority over the many princes of India.;;Nach der "kaiserlichen Durbar" in Delhi wurde am Fu�e der S�ule auf dem Trafalgar Square die k�nigliche Proklamation verk�ndet, dass K�nigin Victoria den Titel "Kaisierin von Indien" erhaltet. Der imperiale Tital best�tigt der K�nigin �berlegenheit gegen�ber den indischen F�rsten.;;;;;;;;x
empress_of_india_NEWS_SHORT;Following the official 'Imperial Durbar' (assemblage) in Delhi, the royal proclamation announcing Queen Victoria's assumption of the title of 'Empress of India' was read in Trafalgar Square.;;Nach der "kaiserlichen Durbar" in Delhi wurde am Fu�e der S�ule auf dem Trafalgar Square die k�nigliche Proklamation verk�ndet, dass K�nigin Victoria den Titel "Kaisierin von Indien" erhaltet.;;;;;;;;x
COUNTRYALERT_ColonialGood_invest;�GWe can invest in our a colony in �!�Y$REGION$�!;;�GWir k�nnen in eine unserer Kolonien in �!�YREGION$�! investieren!;;;;;;;;;;x
aar_fake1_title;Masked vigilante strikes!;;Maskierter Ordnungsh�ter schl�gt zu!;;;;;;;;x
aar_fake1;Lately our capital has seen crime-fighting actions by a lone individual in feline dress styling himself 'The Catman', repelling sharks as he goes.;;Seit neustem existiert in unserer Hauptstadt ein einsamer Verbrechensbek�mpfer in einem Katzenkost�m der sich selbst 'Der Katzenman' nennt, und woimmer er ist Haie zur�cktreibt.;;;;;;;;x
aar_fake2_title;Gauss Dies;;Gauss gestorben;;;;;;;;x
aar_fake2;Yesterday Carl Friedrich Gauss, the famous German mathematician, died. Mathematicians will remember him for centuries. He named mathematics 'the queen of sciences'.;;Gestern ist der bedeutende deutsche Mathematiker Carl Friedrich Gauss gestorben. Mathematiker in aller Welt werden sich f�r Jahrhunderte an ihn zur�ckerinnern. Er nannte die Mathematik 'K�nigin der Wissenschaften';;;;;;;;x
aar_fake3_title;Responsible Government!;;Verantwortungsvolle Regierung!;;;;;;;;x
aar_fake3;In the year of 1848 the first responsible government in British North America is established in the colony of Nova Scotia, and is led by James Uniacke and Joseph Howe.;;Im Jahre 1848 wurde die erste verantwortungsvolle britische Regierung Nord Amerikas in der Kolonie von Nova Scotia gegr�ndet, welche von James Uniacke und Joseph Howe gef�hrt wird.;;;;;;;;x
